2.29 4 8 -2.44361e-06 0.00217044 1.07796 0.147827 0.130231 0.000713334 0.520233 0.0699359 0.0218505 0.000193479 0.520071 0.0189719 0.000837342 1.2652e-05 0.518607 0.00124236 2.19655e-05
2.291 4 8 -0.00137587 0.0022209 1.10672 0.149285 0.131441 0.000706201 0.497822 0.0707779 0.0222857 0.000195287 0.505659 0.0194201 0.000873754 1.31593e-05 0.510749 0.00130208 2.36117e-05
2.292 4 8 -0.00154638 0.00234125 1.21884 0.149962 0.132169 0.000736207 0.539835 0.0708559 0.0224887 0.000202682 0.545593 0.0194039 0.000882215 1.33164e-05 0.539642 0.00128186 2.32806e-05
2.293 4 8 -0.00243646 0.00232012 1.18032 0.151014 0.13312 0.000714341 0.501459 0.0713337 0.0228088 0.000197493 0.506564 0.0196219 0.000905222 1.32052e-05 0.507347 0.00131099 2.4081e-05
2.294 4 8 0.00407923 0.00244125 1.24388 0.154786 0.137384 0.000717457 0.504808 0.0714068 0.0239728 0.000200211 0.493602 0.0201515 0.000980737 1.3814e-05 0.48675 0.00140015 2.63893e-05
2.295 4 8 0.00119714 0.00232552 1.12262 0.155207 0.138121 0.000714938 0.510026 0.0707911 0.0240882 0.000201567 0.511995 0.0199202 0.000977017 1.37243e-05 0.510453 0.00135837 2.53914e-05
2.296 4 8 0.00195687 0.00243861 1.21734 0.156294 0.138776 0.000726484 0.510365 0.0719105 0.0244293 0.000203656 0.500215 0.0203623 0.00101137 1.40273e-05 0.488661 0.00141898 2.70733e-05
2.297 4 8 -0.00255564 0.00256552 1.32523 0.157593 0.140229 0.000717462 0.497308 0.0719437 0.0248396 0.000203778 0.499334 0.0203924 0.00103281 1.42428e-05 0.500012 0.00142434 2.7222e-05
2.298 4 8 6.71506e-05 0.00262864 1.35403 0.159744 0.142706 0.000720817 0.504386 0.0717711 0.0255155 0.000207874 0.507478 0.0206347 0.00107679 1.48395e-05 0.513608 0.00146424 2.8366e-05
2.299 4 8 -0.00158677 0.00279986 1.50278 0.161509 0.144472 0.000715754 0.491396 0.072203 0.0260849 0.000206739 0.496638 0.0207448 0.00111073 1.46185e-05 0.496193 0.00146752 2.86264e-05
2.3 4 8 0.00051661 0.00269833 1.37198 0.162902 0.146127 0.000715985 0.494655 0.0719878 0.0265348 0.000207959 0.494184 0.0209189 0.00114165 1.49672e-05 0.491917 0.00150904 2.96577e-05
2.301 4 8 -0.000582154 0.00270925 1.38227 0.162952 0.145773 0.000744127 0.522259 0.0728133 0.0265509 0.00021618 0.517482 0.0212507 0.0011565 1.54397e-05 0.494911 0.00155197 3.09536e-05
2.302 4 8 0.000658641 0.00291253 1.56758 0.164499 0.147742 0.000723185 0.500002 0.0723219 0.0270577 0.000212267 0.497868 0.0212732 0.00118462 1.56343e-05 0.494675 0.0015719 3.14098e-05
2.303 4 8 -0.00508465 0.00288829 1.4854 0.167581 0.151136 0.000730954 0.50746 0.0725598 0.0281066 0.000217044 0.506632 0.0215629 0.00125489 1.60676e-05 0.501352 0.00160467 3.25613e-05
2.304 4 8 0.00186803 0.00292595 1.51388 0.168162 0.151724 0.000748967 0.533328 0.0725224 0.0282791 0.000222112 0.523734 0.0217032 0.00127069 1.63744e-05 0.494928 0.00164589 3.35307e-05
2.305 4 8 -0.00162565 0.00302302 1.58534 0.16978 0.153669 0.000729502 0.510636 0.07219 0.0288252 0.000219717 0.512372 0.0217059 0.00130199 1.65734e-05 0.501527 0.0016549 3.37365e-05
2.306 4 8 0.000654744 0.00315628 1.70252 0.171055 0.15443 0.000765425 0.541586 0.0735489 0.0292575 0.000232206 0.540271 0.0223396 0.00135501 1.7692e-05 0.526704 0.00172385 3.62552e-05
2.307 4 8 6.47281e-05 0.00336355 1.87022 0.173924 0.158116 0.00074827 0.533694 0.0724301 0.0302464 0.000228044 0.531235 0.0221249 0.00140431 1.74962e-05 0.521501 0.00171326 3.56977e-05
2.308 4 8 -0.0010136 0.00340173 1.90345 0.174356 0.158727 0.000741587 0.528426 0.0721401 0.030398 0.000229521 0.530042 0.0222932 0.00142097 1.81166e-05 0.529719 0.0017602 3.69336e-05
2.309 4 8 -0.00224453 0.00346626 1.92837 0.176511 0.161095 0.000734285 0.517804 0.0721587 0.0311581 0.000228465 0.519457 0.0224157 0.00147324 1.80655e-05 0.51367 0.00178244 3.76303e-05
2.31 4 8 0.00494139 0.00355647 2.00712 0.177517 0.162236 0.000733115 0.515505 0.0722042 0.0315335 0.000228429 0.515017 0.0225085 0.00150094 1.80974e-05 0.514611 0.00178395 3.79196e-05
